FIN_YEAR,Year,MONTH,Date,QUARTER,STATE,FG,DISTRICT,RAINFALL,COMPANY,VALUE
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Fatehabad,25.9,ABC Manufacturing,13217.715
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Sirsa,25.9,ABC Manufacturing,11040.57
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Hisar,25.9,ABC Manufacturing,6863.94
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Bhiwani,25.9,ABC Manufacturing,1650.375
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Rohtak,25.9,ABC Manufacturing,5756.94
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Jhajjar,25.9,ABC Manufacturing,315.765
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Gurgaon,25.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Mewat,25.9,ABC Manufacturing,589.68
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Faridabad,25.9,ABC Manufacturing,371.25
2014-2015,2014,Jun,1-Jun-2014,Q1,Haryana,Insecticides,Palwal,25.9,ABC Manufacturing,1501.47
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Kangra,60.6,ABC Manufacturing,43.47
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Kullu,60.6,ABC Manufacturing,456.3
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Mandi,60.6,ABC Manufacturing,1603.26
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Una,60.6,ABC Manufacturing,150.12
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Bilaspur,60.6,ABC Manufacturing,672.3
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Solan,60.6,ABC Manufacturing,1467.45
2014-2015,2014,Apr,1-Apr-2014,Q1,Himachal Pradesh,Insecticides,Shimla,60.6,ABC Manufacturing,1468.8
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Kangra,68.9,ABC Manufacturing,2236.815
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Kullu,68.9,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Mandi,68.9,ABC Manufacturing,15.39
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Hamirpur,68.9,ABC Manufacturing,2725.65
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Una,68.9,ABC Manufacturing,2093.31
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Solan,68.9,ABC Manufacturing,0
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Sirmaur,68.9,ABC Manufacturing,62.37
2014-2015,2014,May,1-May-2014,Q1,Himachal Pradesh,Insecticides,Kinnaur,68.9,ABC Manufacturing,0
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Chamba,51.7,ABC Manufacturing,74.25
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Kangra,51.7,ABC Manufacturing,3490.02
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Lahul And Spiti,51.7,ABC Manufacturing,32.4
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Kullu,51.7,ABC Manufacturing,82.35
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Mandi,51.7,ABC Manufacturing,1494.45
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Hamirpur,51.7,ABC Manufacturing,993.6
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Una,51.7,ABC Manufacturing,2577.42
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Solan,51.7,ABC Manufacturing,1310.85
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Sirmaur,51.7,ABC Manufacturing,1295.19
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Shimla,51.7,ABC Manufacturing,650.7
2014-2015,2014,Jun,1-Jun-2014,Q1,Himachal Pradesh,Insecticides,Kinnaur,51.7,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Ambala,34.8,ABC Manufacturing,3352.725
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Yamunanagar,34.8,ABC Manufacturing,3323.565
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Kurukshetra,34.8,ABC Manufacturing,3532.545
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Karnal,34.8,ABC Manufacturing,3823.74
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Panipat,34.8,ABC Manufacturing,3530.25
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Sonipat,34.8,ABC Manufacturing,9688.545
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Jind,34.8,ABC Manufacturing,5114.61
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Panchkula,67.3,ABC Manufacturing,121.5
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Ambala,67.3,ABC Manufacturing,6171.525
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Yamunanagar,67.3,ABC Manufacturing,6607.98
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Kurukshetra,67.3,ABC Manufacturing,845.505
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Karnal,67.3,ABC Manufacturing,3401.595
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Sonipat,67.3,ABC Manufacturing,6339.87
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Jind,67.3,ABC Manufacturing,3874.905
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Fatehabad,67.3,ABC Manufacturing,11055.825
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Sirsa,67.3,ABC Manufacturing,8364.6
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Bhiwani,67.3,ABC Manufacturing,3176.145
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Rohtak,67.3,ABC Manufacturing,5124.87
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Jhajjar,67.3,ABC Manufacturing,1417.5
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Mahendragarh,67.3,ABC Manufacturing,1288.035
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Gurgaon,67.3,ABC Manufacturing,684.45
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Faridabad,67.3,ABC Manufacturing,1983.69
2014-2015,2014,Sep,1-Sep-2014,Q2,Haryana,Insecticides,Palwal,67.3,ABC Manufacturing,2648.295
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Fatehabad,34.8,ABC Manufacturing,6938.19
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Sirsa,34.8,ABC Manufacturing,11499.165
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Hisar,34.8,ABC Manufacturing,6693.705
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Bhiwani,34.8,ABC Manufacturing,4108.455
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Jhajjar,34.8,ABC Manufacturing,1141.425
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Mahendragarh,34.8,ABC Manufacturing,1261.305
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Rewari,34.8,ABC Manufacturing,1512.54
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Gurgaon,34.8,ABC Manufacturing,762.75
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Mewat,34.8,ABC Manufacturing,1653.75
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Faridabad,34.8,ABC Manufacturing,2291.76
2014-2015,2014,Aug,1-Aug-2014,Q2,Haryana,Insecticides,Palwal,34.8,ABC Manufacturing,6075.945
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Gurdaspur,68.5,ABC Manufacturing,0
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Kapurthala,68.5,ABC Manufacturing,1443.69
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Jalandhar,68.5,ABC Manufacturing,3889.755
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Hoshiarpur,68.5,ABC Manufacturing,1339.2
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Nawanshahr,68.5,ABC Manufacturing,526.5
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Ludhiana,68.5,ABC Manufacturing,74.115
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Moga,68.5,ABC Manufacturing,8267.4
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Muktsar,68.5,ABC Manufacturing,24.03
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Bathinda,68.5,ABC Manufacturing,7151.625
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Mansa,68.5,ABC Manufacturing,7140.15
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Patiala,68.5,ABC Manufacturing,3524.58
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Tarn Taran,68.5,ABC Manufacturing,837
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Sangrur,68.5,ABC Manufacturing,2871.45
2014-2015,2015,Mar,1-Mar-2015,Q4,Punjab,Insecticides,Barnala,68.5,ABC Manufacturing,2163.24
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Gurdaspur,0.7,ABC Manufacturing,994.545
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Kapurthala,0.7,ABC Manufacturing,7319.295
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Jalandhar,0.7,ABC Manufacturing,4404.375
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Fatehgarh Sahib,0.7,ABC Manufacturing,2901.555
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Ludhiana,0.7,ABC Manufacturing,12573.9
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Moga,0.7,ABC Manufacturing,8052.615
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Firozepur,0.7,ABC Manufacturing,14553
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Muktsar,0.7,ABC Manufacturing,8900.415
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Faridkot,0.7,ABC Manufacturing,6274.395
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Bathinda,0.7,ABC Manufacturing,1020.6
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Patiala,0.7,ABC Manufacturing,12138.525
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Amritsar,0.7,ABC Manufacturing,6514.155
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Tarn Taran,0.7,ABC Manufacturing,7147.71
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,S.A.S Nagar,0.7,ABC Manufacturing,2047.95
2014-2015,2014,Nov,1-Nov-2014,Q3,Punjab,Insecticides,Sangrur,0.7,ABC Manufacturing,18153.18
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Insecticides,Rupnagar,20.6,ABC Manufacturing,1636.2
2014-2015,2014,Jun,1-Jun-2014,Q1,Punjab,Insecticides,Barnala,20.6,ABC Manufacturing,4071.195
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Rae Bareli,3.5,ABC Manufacturing,978.075
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Etawah,3.5,ABC Manufacturing,39.015
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Kanpur Dehat,3.5,ABC Manufacturing,0
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Kanpur Nagar,3.5,ABC Manufacturing,196.965
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Jalaun,3.5,ABC Manufacturing,515.7
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Lalitpur,3.5,ABC Manufacturing,103.14
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Fatehpur,3.5,ABC Manufacturing,17.55
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Pratapgarh,3.5,ABC Manufacturing,345.195
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Allahabad,3.5,ABC Manufacturing,2179.575
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Barabanki,3.5,ABC Manufacturing,368.82
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Faizabad,3.5,ABC Manufacturing,822.555
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Sultanpur,3.5,ABC Manufacturing,318.33
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Bahraich,3.5,ABC Manufacturing,1833.84
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Shravasti,3.5,ABC Manufacturing,591.3
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Balrampur,3.5,ABC Manufacturing,1635.66
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Gonda,3.5,ABC Manufacturing,1357.965
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Siddharth Nagar,3.5,ABC Manufacturing,732.24
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Basti,3.5,ABC Manufacturing,4481.865
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Sant Kabeer Nagar,3.5,ABC Manufacturing,1184.895
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Maharajganj,3.5,ABC Manufacturing,3028.185
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Gorakhpur,3.5,ABC Manufacturing,1007.1
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Kushi Nagar,3.5,ABC Manufacturing,10288.89
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Deoria,3.5,ABC Manufacturing,1639.845
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Mau,3.5,ABC Manufacturing,11.61
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Chandauli,3.5,ABC Manufacturing,7.02
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Varanasi,3.5,ABC Manufacturing,104.085
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Etah,3.5,ABC Manufacturing,183.465
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Kanshiram Nagar,3.5,ABC Manufacturing,114.075
2014-2015,2014,Apr,1-Apr-2014,Q1,Uttar Pradesh,Insecticides,Amethi,3.5,ABC Manufacturing,27.405
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Kapurthala,6,ABC Manufacturing,4145.175
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Jalandhar,6,ABC Manufacturing,9136.665
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Hoshiarpur,6,ABC Manufacturing,3608.01
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Nawanshahr,6,ABC Manufacturing,1833.03
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Fatehgarh Sahib,6,ABC Manufacturing,5434.155
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Moga,6,ABC Manufacturing,9571.365
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Firozepur,6,ABC Manufacturing,22215.06
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Muktsar,6,ABC Manufacturing,15727.365
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Faridkot,6,ABC Manufacturing,5750.325
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Mansa,6,ABC Manufacturing,7142.85
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Gurdaspur,41.9,ABC Manufacturing,348.435
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Kapurthala,41.9,ABC Manufacturing,876.96
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Hoshiarpur,41.9,ABC Manufacturing,1352.16
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Nawanshahr,41.9,ABC Manufacturing,2205.495
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Fatehgarh Sahib,41.9,ABC Manufacturing,3538.215
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Ludhiana,41.9,ABC Manufacturing,12738.87
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Moga,41.9,ABC Manufacturing,662.175
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Firozepur,41.9,ABC Manufacturing,11872.98
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Muktsar,41.9,ABC Manufacturing,4178.115
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Faridkot,41.9,ABC Manufacturing,1005.48
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Amritsar,6,ABC Manufacturing,9333.495
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Tarn Taran,6,ABC Manufacturing,4000.455
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Rupnagar,6,ABC Manufacturing,518.4
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,S.A.S Nagar,6,ABC Manufacturing,1389.15
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Sangrur,6,ABC Manufacturing,17969.85
2014-2015,2014,Oct,1-Oct-2014,Q3,Punjab,Insecticides,Barnala,6,ABC Manufacturing,5006.745
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Bathinda,41.9,ABC Manufacturing,12297.69
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Amritsar,41.9,ABC Manufacturing,3228.525
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Tarn Taran,41.9,ABC Manufacturing,3598.155
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Rupnagar,41.9,ABC Manufacturing,908.01
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,S.A.S Nagar,41.9,ABC Manufacturing,0
2014-2015,2014,Aug,1-Aug-2014,Q2,Punjab,Insecticides,Barnala,41.9,ABC Manufacturing,3854.25
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Rupnagar,76.3,ABC Manufacturing,691.2
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,S.A.S Nagar,76.3,ABC Manufacturing,1991.25
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Barnala,76.3,ABC Manufacturing,410.94
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Insecticides,Kapurthala,105.8,ABC Manufacturing,571.995
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Insecticides,Hoshiarpur,105.8,ABC Manufacturing,4602.015
2014-2015,2014,Sep,1-Sep-2014,Q2,Punjab,Insecticides,Nawanshahr,105.8,ABC Manufacturing,1219.86
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Saharanpur,10.85,ABC Manufacturing,16268.31
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Muzaffarnagar,10.85,ABC Manufacturing,36879.03
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Bijnor,10.85,ABC Manufacturing,39315.375
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Rampur,10.85,ABC Manufacturing,11955.06
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Meerut,10.85,ABC Manufacturing,31395.87
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Baghpat,10.85,ABC Manufacturing,11306.925
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Ghaziabad,10.85,ABC Manufacturing,12138.39
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Gautam Buddha Nagar,10.85,ABC Manufacturing,364.5
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Bulandshahr,10.85,ABC Manufacturing,5674.995
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Mahamaya Nagar,10.85,ABC Manufacturing,141.48
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Mathura,10.85,ABC Manufacturing,202.5
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Agra,10.85,ABC Manufacturing,81
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Firozabad,10.85,ABC Manufacturing,4.455
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Mainpuri,10.85,ABC Manufacturing,352.35
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Budaun,10.85,ABC Manufacturing,12267.18
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Bareilly,10.85,ABC Manufacturing,17628.57
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Kheri,10.85,ABC Manufacturing,33723.81
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Sitapur,10.85,ABC Manufacturing,17267.715
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Hardoi,10.85,ABC Manufacturing,2311.875
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Unnao,10.85,ABC Manufacturing,42.39
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Lucknow,10.85,ABC Manufacturing,1432.35
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Rae Bareli,10.85,ABC Manufacturing,1249.155
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Kannauj,10.85,ABC Manufacturing,67.5
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Etawah,10.85,ABC Manufacturing,8.505
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Kanpur Dehat,10.85,ABC Manufacturing,388.8
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Kanpur Nagar,10.85,ABC Manufacturing,373.005
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Hamirpur,10.85,ABC Manufacturing,97.2
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Banda,10.85,ABC Manufacturing,162
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Fatehpur,10.85,ABC Manufacturing,150.255
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Kaushambi,10.85,ABC Manufacturing,283.5
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Allahabad,10.85,ABC Manufacturing,5291.73
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Barabanki,10.85,ABC Manufacturing,3129.165
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Faizabad,10.85,ABC Manufacturing,2997.675
2014-2015,2014,May,1-May-2014,Q1,Uttar Pradesh,Insecticides,Ambedkar Nagar,10.85,ABC Manufacturing,3421.305
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Gurdaspur,76.3,ABC Manufacturing,6587.055
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Kapurthala,76.3,ABC Manufacturing,3364.47
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Jalandhar,76.3,ABC Manufacturing,6879.735
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Hoshiarpur,76.3,ABC Manufacturing,2584.035
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Nawanshahr,76.3,ABC Manufacturing,2154.6
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Ludhiana,76.3,ABC Manufacturing,4645.755
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Moga,76.3,ABC Manufacturing,6950.205
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Firozepur,76.3,ABC Manufacturing,11638.08
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Muktsar,76.3,ABC Manufacturing,5230.44
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Faridkot,76.3,ABC Manufacturing,5635.17
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Mansa,76.3,ABC Manufacturing,7539.075
2014-2015,2014,Jul,1-Jul-2014,Q2,Punjab,Insecticides,Amritsar,76.3,ABC Manufacturing,1948.725
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Aligarh,188.05,ABC Manufacturing,9104.94
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Mahamaya Nagar,188.05,ABC Manufacturing,4914
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Mathura,188.05,ABC Manufacturing,7539.48
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Agra,188.05,ABC Manufacturing,2816.64
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Firozabad,188.05,ABC Manufacturing,4524.93
2014-2015,2014,Jul,1-Jul-2014,Q2,Uttar Pradesh,Insecticides,Mainpuri,188.05,ABC Manufacturing,3238.92
